subj,chan,task,X,Y,Z,dof,RT,varRT,JPAnatomy,Tval,Pval
S16_94,AFS10,false,-16.5957450866699,68.1623687744141,-1.63450407981873,9,4.0224165665584,3.13653866208347,MPFC,0.582383034711605,0.2625474905019
S16_94,AFS10,true,-16.5957450866699,68.1623687744141,-1.63450407981873,24,4.1606611349592,2.2651844517004,MPFC,-0.0813503786091356,0.459308138372326
S16_94,AFS11,false,-20.7658729553223,63.6945724487305,-3.05511045455933,9,4.0224165665584,3.13653866208347,MPFC,0.571935031499633,0.27874425114977
S16_94,AFS11,true,-20.7658729553223,63.6945724487305,-3.05511045455933,24,4.1606611349592,2.2651844517004,MPFC,0.344783435213835,0.373525294941012
S16_94,AFS12,false,-20.7281627655029,60.5625190734863,-0.771354079246521,9,4.0224165665584,3.13653866208347,MPFC,0.0343511861774445,0.485702859428114
S16_94,AFS12,true,-20.7281627655029,60.5625190734863,-0.771354079246521,24,4.1606611349592,2.2651844517004,MPFC,0.180395224914307,0.424915016996601
S12_42,AFS1,false,-20.4377861022949,62.7045974731445,-13.8462724685669,18,2.99650902150137,0.226907548169018,OFC,0.127130679649872,0.248550289942012
S12_42,AFS1,true,-20.4377861022949,62.7045974731445,-13.8462724685669,23,3.19460142926191,0.189371262555641,OFC,0.689663143397424,0.276744651069786
S16_94,AFS1,false,-2.41168069839478,37.9249267578125,-28.0761013031006,9,4.0224165665584,3.13653866208347,MPFC,2.60142970680376,0.0145970805838832
S16_94,AFS1,true,-2.41168069839478,37.9249267578125,-28.0761013031006,24,4.1606611349592,2.2651844517004,MPFC,1.84701565378429,0.0401919616076785
S12_42,AFS2,false,-20.8877372741699,64.140380859375,-1.39564394950867,18,2.99650902150137,0.226907548169018,OFC,-1.81027953016732,0.0465906818636273
S12_42,AFS2,true,-20.8877372741699,64.140380859375,-1.39564394950867,23,3.19460142926191,0.189371262555641,OFC,-0.0911205050703934,0.240251949610078
S16_94,AFS2,false,-1.78563141822815,42.1640396118164,-27.2706146240234,9,4.0224165665584,3.13653866208347,MPFC,2.61367683269013,0.0145970805838832
S16_94,AFS2,true,-1.78563141822815,42.1640396118164,-27.2706146240234,24,4.1606611349592,2.2651844517004,MPFC,1.00113482844627,0.168366326734653
S16_94,AFS3,false,-0.910423636436462,45.5864753723145,-25.9141235351562,9,4.0224165665584,3.13653866208347,MPFC,1.68782889990254,0.0669866026794641
S16_94,AFS3,true,-0.910423636436462,45.5864753723145,-25.9141235351562,24,4.1606611349592,2.2651844517004,MPFC,1.90750184679473,0.0369926014797041
S16_94,AFS4,false,-0.451139450073242,49.0467948913574,-23.7949848175049,9,4.0224165665584,3.13653866208347,MPFC,2.15385710851251,0.0453909218156369
S16_94,AFS4,true,-0.451139450073242,49.0467948913574,-23.7949848175049,24,4.1606611349592,2.2651844517004,MPFC,2.30756320885111,0.0153969206158768
S16_94,AFS5,false,-0.722235441207886,51.9160957336426,-24.0464611053467,9,4.0224165665584,3.13653866208347,MPFC,0.918167641880959,0.171165766846631
S16_94,AFS5,true,-0.722235441207886,51.9160957336426,-24.0464611053467,24,4.1606611349592,2.2651844517004,MPFC,-0.803138473792539,0.210757848430314
S16_94,AFS6,false,-3.28922176361084,58.5799369812012,-23.740062713623,9,4.0224165665584,3.13653866208347,MPFC,0.590719614087549,0.305938812237552
S16_94,AFS6,true,-3.28922176361084,58.5799369812012,-23.740062713623,24,4.1606611349592,2.2651844517004,MPFC,-0.156611030000223,0.428514297140572
S16_94,AFS7,false,-3.20173311233521,63.5960311889648,-18.0145301818848,9,4.0224165665584,3.13653866208347,MPFC,0.392068052634234,0.354529094181164
S16_94,AFS7,true,-3.20173311233521,63.5960311889648,-18.0145301818848,24,4.1606611349592,2.2651844517004,MPFC,-0.449777813388982,0.332933413317337
S16_94,AFS8,false,-4.18139266967773,65.8282852172852,-13.0961151123047,9,4.0224165665584,3.13653866208347,MPFC,1.501667231853,0.0871825634873025
S16_94,AFS8,true,-4.18139266967773,65.8282852172852,-13.0961151123047,24,4.1606611349592,2.2651844517004,MPFC,1.33569093444459,0.102379524095181
S16_94,AFS9,false,-14.8068866729736,68.8244094848633,-2.60741090774536,9,4.0224165665584,3.13653866208347,MPFC,0.959739272860946,0.210157968406319
S16_94,AFS9,true,-14.8068866729736,68.8244094848633,-2.60741090774536,24,4.1606611349592,2.2651844517004,MPFC,0.554341157835063,0.291141771645671
S13_53,AIH1,false,-1.00790977478027,43.2748222351074,-26.4327545166016,9,2.84580951577744,1.20126611142834,MPFC,2.24492734235617,0.102679464107179
S13_53,AIH1,true,-1.00790977478027,43.2748222351074,-26.4327545166016,24,2.778683412667,1.17816249494227,MPFC,1.7292560340181,0.0472905418916217
S15_81,AIH1,false,-5.4432578086853,46.2051467895508,-24.6376686096191,13,1.39880443907686,0.767468264647843,MPFC,0.431732300455526,0.341731653669266
S15_81,AIH1,true,-5.4432578086853,46.2051467895508,-24.6376686096191,41,1.37162068490249,1.17699222575944,MPFC,-0.956885157299168,0.315636872625475
S13_47,AIH2,false,6.59705972671509,64.8443489074707,-13.4142198562622,16,2.85292178143754,2.10614624093916,MPFC,-1.17999375088492,0.237752449510098
S13_47,AIH2,true,6.59705972671509,64.8443489074707,-13.4142198562622,24,2.52762991166643,0.842556854986208,MPFC,0.220645275583045,0.381023795240952
S13_53,AIH2,false,-0.807342171669006,46.9475631713867,-25.6043949127197,9,2.84580951577744,1.20126611142834,MPFC,2.49480602443122,0.0546890621875625
